OrderDate,OrderNumber,OrderLineItem,CustomerKey,ProductKey,SalesAmount,UnitPrice,TotalProductCost,Profit
2011-01-17,SO43779,1,25252,326,699.0982,699.0982,413.1463,285.9519
2011-01-18,SO43780,1,11599,311,3578.27,3578.27,2171.2942,1406.9758
2011-01-18,SO43781,1,16495,312,3578.27,3578.27,2171.2942,1406.9758
2011-01-18,SO43782,1,16516,312,3578.27,3578.27,2171.2942,1406.9758
2011-01-18,SO43783,1,16620,312,3578.27,3578.27,2171.2942,1406.9758
2011-01-19,SO43784,1,27667,310,3578.27,3578.27,2171.2942,1406.9758
2011-01-19,SO43785,1,11601,311,3578.27,3578.27,2171.2942,1406.9758
2011-01-19,SO43786,1,11607,311,3578.27,3578.27,2171.2942,1406.9758
2011-01-19,SO43787,1,29385,344,3399.99,3399.99,1912.1544,1487.8356
2011-01-19,SO43788,1,11239,351,3374.99,3374.99,1898.0944,1476.8956
2011-01-19,SO43789,1,25865,351,3374.99,3374.99,1898.0944,1476.8956
2011-01-19,SO43790,1,25857,344,3399.99,3399.99,1912.1544,1487.8356
2011-01-19,SO43791,1,16484,314,3578.27,3578.27,2171.2942,1406.9758
2011-01-19,SO43792,1,16623,312,3578.27,3578.27,2171.2942,1406.9758
2011-01-19,SO43793,1,11000,344,3399.99,3399.99,1912.1544,1487.8356
2011-01-19,SO43794,1,11029,347,3399.99,3399.99,1912.1544,1487.8356
2011-01-20,SO43795,1,27615,312,3578.27,3578.27,2171.2942,1406.9758
2011-01-20,SO43796,1,17956,342,699.0982,699.0982,413.1463,285.9519
2011-01-20,SO43797,1,16345,312,3578.27,3578.27,2171.2942,1406.9758
2011-01-20,SO43798,1,16521,310,3578.27,3578.27,2171.2942,1406.9758
2011-01-20,SO43799,1,16636,312,3578.27,3578.27,2171.2942,1406.9758
2011-01-21,SO43800,1,21710,311,3578.27,3578.27,2171.2942,1406.9758
2011-01-21,SO43801,1,13583,311,3578.27,3578.27,2171.2942,1406.9758
2011-01-21,SO43802,1,11593,312,3578.27,3578.27,2171.2942,1406.9758
2011-01-22,SO43803,1,21741,314,3578.27,3578.27,2171.2942,1406.9758
2011-01-22,SO43804,1,13585,310,3578.27,3578.27,2171.2942,1406.9758
2011-01-22,SO43805,1,14510,328,699.0982,699.0982,413.1463,285.9519
2011-01-22,SO43806,1,16523,312,3578.27,3578.27,2171.2942,1406.9758
2011-01-23,SO43807,1,11611,312,3578.27,3578.27,2171.2942,1406.9758
2011-01-23,SO43808,1,13259,313,3578.27,3578.27,2171.2942,1406.9758
2011-01-23,SO43809,1,16350,310,3578.27,3578.27,2171.2942,1406.9758
2011-01-23,SO43810,1,11004,345,3399.99,3399.99,1912.1544,1487.8356
2011-01-23,SO43811,1,11026,346,3399.99,3399.99,1912.1544,1487.8356
2011-01-24,SO43812,1,27662,312,3578.27,3578.27,2171.2942,1406.9758
2011-01-24,SO43813,1,28390,350,3374.99,3374.99,1898.0944,1476.8956
2011-01-24,SO43814,1,25866,350,3374.99,3374.99,1898.0944,1476.8956
2011-01-24,SO43815,1,16494,311,3578.27,3578.27,2171.2942,1406.9758
2011-01-24,SO43816,1,16496,314,3578.27,3578.27,2171.2942,1406.9758
2011-01-24,SO43817,1,16519,310,3578.27,3578.27,2171.2942,1406.9758
2011-01-24,SO43818,1,16528,312,3578.27,3578.27,2171.2942,1406.9758
2011-01-24,SO43819,1,11006,346,3399.99,3399.99,1912.1544,1487.8356
2011-01-25,SO43820,1,27651,312,3578.27,3578.27,2171.2942,1406.9758
2011-01-25,SO43821,1,27663,310,3578.27,3578.27,2171.2942,1406.9758
2011-01-25,SO43822,1,27669,313,3578.27,3578.27,2171.2942,1406.9758
2011-01-25,SO43823,1,19942,342,699.0982,699.0982,413.1463,285.9519
2011-01-25,SO43824,1,14558,338,699.0982,699.0982,413.1463,285.9519
2011-01-25,SO43825,1,16349,313,3578.27,3578.27,2171.2942,1406.9758
2011-01-25,SO43826,1,11008,348,3374.99,3374.99,1898.0944,1476.8956
2011-01-25,SO43827,1,25250,338,699.0982,699.0982,413.1463,285.9519
2011-01-26,SO43828,1,27605,310,3578.27,3578.27,2171.2942,1406.9758
2011-01-26,SO43829,1,27611,310,3578.27,3578.27,2171.2942,1406.9758
2011-01-26,SO43830,1,16347,311,3578.27,3578.27,2171.2942,1406.9758
2011-01-26,SO43831,1,11028,349,3374.99,3374.99,1898.0944,1476.8956
2011-01-26,SO43832,1,13584,310,3578.27,3578.27,2171.2942,1406.9758
2011-01-27,SO43833,1,21727,310,3578.27,3578.27,2171.2942,1406.9758
2011-01-27,SO43834,1,28393,348,3374.99,3374.99,1898.0944,1476.8956
2011-01-27,SO43835,1,19802,348,3374.99,3374.99,1898.0944,1476.8956
2011-01-27,SO43836,1,26620,324,699.0982,699.0982,413.1463,285.9519
2011-01-27,SO43837,1,11009,350,3374.99,3374.99,1898.0944,1476.8956
2011-01-28,SO43838,1,27641,313,3578.27,3578.27,2171.2942,1406.9758
2011-01-28,SO43839,1,27673,311,3578.27,3578.27,2171.2942,1406.9758
2011-01-28,SO43840,1,17957,326,699.0982,699.0982,413.1463,285.9519
2011-01-28,SO43841,1,13406,314,3578.27,3578.27,2171.2942,1406.9758
2011-01-28,SO43842,1,16630,312,3578.27,3578.27,2171.2942,1406.9758
2011-01-29,SO43918,1,22041,313,3578.27,3578.27,2171.2942,1406.9758
2011-01-29,SO43919,1,12124,314,3578.27,3578.27,2171.2942,1406.9758
2011-01-29,SO43920,1,28066,313,3578.27,3578.27,2171.2942,1406.9758
2011-01-29,SO43921,1,16743,313,3578.27,3578.27,2171.2942,1406.9758
2011-01-29,SO43922,1,13546,310,3578.27,3578.27,2171.2942,1406.9758
2011-01-30,SO43923,1,28018,312,3578.27,3578.27,2171.2942,1406.9758
2011-01-30,SO43924,1,12132,310,3578.27,3578.27,2171.2942,1406.9758
2011-01-30,SO43925,1,16661,314,3578.27,3578.27,2171.2942,1406.9758
2011-01-31,SO43926,1,11055,351,3374.99,3374.99,1898.0944,1476.8956
2011-01-31,SO43927,1,16662,314,3578.27,3578.27,2171.2942,1406.9758
2011-01-31,SO43928,1,16740,313,3578.27,3578.27,2171.2942,1406.9758
2011-01-31,SO43929,1,25270,322,699.0982,699.0982,413.1463,285.9519
2011-02-01,SO43930,1,28038,312,3578.27,3578.27,2171.2942,1406.9758
2011-02-01,SO43931,1,13548,313,3578.27,3578.27,2171.2942,1406.9758
2011-02-01,SO43932,1,16741,314,3578.27,3578.27,2171.2942,1406.9758
2011-02-01,SO43933,1,11031,347,3399.99,3399.99,1912.1544,1487.8356
2011-02-01,SO43934,1,11034,346,3399.99,3399.99,1912.1544,1487.8356
2011-02-02,SO43935,1,20048,334,699.0982,699.0982,413.1463,285.9519
2011-02-02,SO43936,1,28065,311,3578.27,3578.27,2171.2942,1406.9758
2011-02-02,SO43937,1,17047,312,3578.27,3578.27,2171.2942,1406.9758
2011-02-02,SO43938,1,16686,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-02,SO43939,1,16659,312,3578.27,3578.27,2171.2942,1406.9758
2011-02-02,SO43940,1,25294,336,699.0982,699.0982,413.1463,285.9519
2011-02-03,SO43941,1,13600,314,3578.27,3578.27,2171.2942,1406.9758
2011-02-03,SO43942,1,17051,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-03,SO43943,1,14565,338,699.0982,699.0982,413.1463,285.9519
2011-02-03,SO43944,1,11054,344,3399.99,3399.99,1912.1544,1487.8356
2011-02-03,SO43945,1,16675,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-03,SO43946,1,16687,313,3578.27,3578.27,2171.2942,1406.9758
2011-02-03,SO43947,1,16712,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-03,SO43948,1,11047,345,3399.99,3399.99,1912.1544,1487.8356
2011-02-04,SO43949,1,27726,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-04,SO43950,1,28014,311,3578.27,3578.27,2171.2942,1406.9758
2011-02-04,SO43951,1,16696,311,3578.27,3578.27,2171.2942,1406.9758
2011-02-04,SO43952,1,16639,312,3578.27,3578.27,2171.2942,1406.9758
2011-02-05,SO43953,1,20049,342,699.0982,699.0982,413.1463,285.9519
2011-02-05,SO43954,1,13602,311,3578.27,3578.27,2171.2942,1406.9758
2011-02-05,SO43955,1,13661,314,3578.27,3578.27,2171.2942,1406.9758
2011-02-05,SO43956,1,11030,344,3399.99,3399.99,1912.1544,1487.8356
2011-02-06,SO43957,1,28068,313,3578.27,3578.27,2171.2942,1406.9758
2011-02-06,SO43958,1,16658,312,3578.27,3578.27,2171.2942,1406.9758
2011-02-06,SO43959,1,11035,348,3374.99,3374.99,1898.0944,1476.8956
2011-02-06,SO43960,1,11046,349,3374.99,3374.99,1898.0944,1476.8956
2011-02-07,SO43961,1,28031,311,3578.27,3578.27,2171.2942,1406.9758
2011-02-07,SO43962,1,28076,312,3578.27,3578.27,2171.2942,1406.9758
2011-02-07,SO43963,1,16685,314,3578.27,3578.27,2171.2942,1406.9758
2011-02-07,SO43964,1,16745,312,3578.27,3578.27,2171.2942,1406.9758
2011-02-07,SO43965,1,11038,351,3374.99,3374.99,1898.0944,1476.8956
2011-02-07,SO43966,1,11039,347,3399.99,3399.99,1912.1544,1487.8356
2011-02-08,SO43967,1,28040,313,3578.27,3578.27,2171.2942,1406.9758
2011-02-08,SO43968,1,28067,313,3578.27,3578.27,2171.2942,1406.9758
2011-02-08,SO43969,1,28071,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-08,SO43970,1,16684,311,3578.27,3578.27,2171.2942,1406.9758
2011-02-08,SO43971,1,16657,314,3578.27,3578.27,2171.2942,1406.9758
2011-02-09,SO43972,1,21939,314,3578.27,3578.27,2171.2942,1406.9758
2011-02-09,SO43973,1,28039,312,3578.27,3578.27,2171.2942,1406.9758
2011-02-09,SO43974,1,13687,312,3578.27,3578.27,2171.2942,1406.9758
2011-02-09,SO43975,1,13540,312,3578.27,3578.27,2171.2942,1406.9758
2011-02-09,SO43976,1,28063,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-09,SO43977,1,16703,312,3578.27,3578.27,2171.2942,1406.9758
2011-02-10,SO43978,1,28030,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-10,SO43979,1,14576,322,699.0982,699.0982,413.1463,285.9519
2011-02-10,SO43980,1,11048,351,3374.99,3374.99,1898.0944,1476.8956
2011-02-10,SO43981,1,16664,314,3578.27,3578.27,2171.2942,1406.9758
2011-02-10,SO43982,1,25271,342,699.0982,699.0982,413.1463,285.9519
2011-02-11,SO43983,1,28017,314,3578.27,3578.27,2171.2942,1406.9758
2011-02-11,SO43984,1,13545,311,3578.27,3578.27,2171.2942,1406.9758
2011-02-11,SO43985,1,13515,313,3578.27,3578.27,2171.2942,1406.9758
2011-02-11,SO43986,1,28070,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-12,SO43987,1,28042,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-12,SO43988,1,11244,344,3399.99,3399.99,1912.1544,1487.8356
2011-02-12,SO43989,1,28083,312,3578.27,3578.27,2171.2942,1406.9758
2011-02-12,SO43990,1,25872,344,3399.99,3399.99,1912.1544,1487.8356
2011-02-12,SO43991,1,16660,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-12,SO43992,1,16638,311,3578.27,3578.27,2171.2942,1406.9758
2011-02-14,SO43993,1,16929,314,3578.27,3578.27,2171.2942,1406.9758
2011-02-15,SO43994,1,27681,314,3578.27,3578.27,2171.2942,1406.9758
2011-02-15,SO43995,1,21813,312,3578.27,3578.27,2171.2942,1406.9758
2011-02-15,SO43996,1,27920,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-15,SO43997,1,28022,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-15,SO43998,1,11033,348,3374.99,3374.99,1898.0944,1476.8956
2011-02-15,SO43999,1,28047,311,3578.27,3578.27,2171.2942,1406.9758
2011-02-16,SO44000,1,27918,311,3578.27,3578.27,2171.2942,1406.9758
2011-02-16,SO44001,1,28044,313,3578.27,3578.27,2171.2942,1406.9758
2011-02-16,SO44002,1,14572,336,699.0982,699.0982,413.1463,285.9519
2011-02-16,SO44003,1,19325,342,699.0982,699.0982,413.1463,285.9519
2011-02-16,SO44004,1,28061,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-16,SO44005,1,26629,334,699.0982,699.0982,413.1463,285.9519
2011-02-16,SO44006,1,16744,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-16,SO44007,1,25555,320,699.0982,699.0982,413.1463,285.9519
2011-02-17,SO44008,1,27678,312,3578.27,3578.27,2171.2942,1406.9758
2011-02-17,SO44009,1,27759,314,3578.27,3578.27,2171.2942,1406.9758
2011-02-17,SO44010,1,13680,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-17,SO44011,1,13514,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-17,SO44012,1,11052,349,3374.99,3374.99,1898.0944,1476.8956
2011-02-17,SO44013,1,16928,312,3578.27,3578.27,2171.2942,1406.9758
2011-02-18,SO44014,1,27917,313,3578.27,3578.27,2171.2942,1406.9758
2011-02-18,SO44015,1,13693,311,3578.27,3578.27,2171.2942,1406.9758
2011-02-18,SO44016,1,11247,350,3374.99,3374.99,1898.0944,1476.8956
2011-02-18,SO44017,1,28078,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-18,SO44018,1,25876,350,3374.99,3374.99,1898.0944,1476.8956
2011-02-18,SO44019,1,16701,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-18,SO44020,1,16931,311,3578.27,3578.27,2171.2942,1406.9758
2011-02-18,SO44021,1,11032,348,3374.99,3374.99,1898.0944,1476.8956
2011-02-19,SO44022,1,22008,313,3578.27,3578.27,2171.2942,1406.9758
2011-02-19,SO44023,1,19830,349,3374.99,3374.99,1898.0944,1476.8956
2011-02-19,SO44024,1,16663,314,3578.27,3578.27,2171.2942,1406.9758
2011-02-19,SO44025,1,16708,314,3578.27,3578.27,2171.2942,1406.9758
2011-02-19,SO44026,1,17045,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-20,SO44027,1,21921,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-20,SO44028,1,17048,312,3578.27,3578.27,2171.2942,1406.9758
2011-02-20,SO44029,1,11050,350,3374.99,3374.99,1898.0944,1476.8956
2011-02-21,SO44030,1,12131,311,3578.27,3578.27,2171.2942,1406.9758
2011-02-21,SO44031,1,13689,313,3578.27,3578.27,2171.2942,1406.9758
2011-02-21,SO44032,1,11243,344,3399.99,3399.99,1912.1544,1487.8356
2011-02-21,SO44033,1,16693,314,3578.27,3578.27,2171.2942,1406.9758
2011-02-21,SO44034,1,16702,313,3578.27,3578.27,2171.2942,1406.9758
2011-02-21,SO44035,1,16707,312,3578.27,3578.27,2171.2942,1406.9758
2011-02-21,SO44036,1,17046,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-21,SO44037,1,25272,328,699.0982,699.0982,413.1463,285.9519
2011-02-21,SO44038,1,25868,344,3399.99,3399.99,1912.1544,1487.8356
2011-02-22,SO44039,1,17971,342,699.0982,699.0982,413.1463,285.9519
2011-02-22,SO44040,1,11057,351,3374.99,3374.99,1898.0944,1476.8956
2011-02-22,SO44041,1,16742,313,3578.27,3578.27,2171.2942,1406.9758
2011-02-23,SO44042,1,13678,313,3578.27,3578.27,2171.2942,1406.9758
2011-02-23,SO44043,1,13679,311,3578.27,3578.27,2171.2942,1406.9758
2011-02-23,SO44044,1,13690,314,3578.27,3578.27,2171.2942,1406.9758
2011-02-23,SO44045,1,28394,344,3399.99,3399.99,1912.1544,1487.8356
2011-02-23,SO44046,1,28064,313,3578.27,3578.27,2171.2942,1406.9758
2011-02-23,SO44047,1,25878,344,3399.99,3399.99,1912.1544,1487.8356
2011-02-23,SO44048,1,16713,314,3578.27,3578.27,2171.2942,1406.9758
2011-02-24,SO44049,1,13538,314,3578.27,3578.27,2171.2942,1406.9758
2011-02-24,SO44050,1,17050,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-25,SO44051,1,13691,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-25,SO44052,1,16637,314,3578.27,3578.27,2171.2942,1406.9758
2011-02-26,SO44053,1,19329,338,699.0982,699.0982,413.1463,285.9519
2011-02-26,SO44054,1,13542,314,3578.27,3578.27,2171.2942,1406.9758
2011-02-26,SO44055,1,13543,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-26,SO44056,1,13559,314,3578.27,3578.27,2171.2942,1406.9758
2011-02-26,SO44057,1,14577,338,699.0982,699.0982,413.1463,285.9519
2011-02-26,SO44058,1,11056,350,3374.99,3374.99,1898.0944,1476.8956
2011-02-26,SO44059,1,16688,313,3578.27,3578.27,2171.2942,1406.9758
2011-02-26,SO44060,1,25273,342,699.0982,699.0982,413.1463,285.9519
2011-02-27,SO44061,1,27919,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-27,SO44062,1,28041,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-27,SO44063,1,11240,344,3399.99,3399.99,1912.1544,1487.8356
2011-02-27,SO44064,1,22050,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-27,SO44065,1,28062,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-27,SO44066,1,25867,344,3399.99,3399.99,1912.1544,1487.8356
2011-02-27,SO44067,1,17049,310,3578.27,3578.27,2171.2942,1406.9758
2011-02-28,SO44068,1,13541,313,3578.27,3578.27,2171.2942,1406.9758
2011-02-28,SO44069,1,28395,349,3374.99,3374.99,1898.0944,1476.8956
2011-02-28,SO44070,1,19829,349,3374.99,3374.99,1898.0944,1476.8956
2011-02-28,SO44071,1,16691,313,3578.27,3578.27,2171.2942,1406.9758
2011-02-28,SO44072,1,16656,311,3578.27,3578.27,2171.2942,1406.9758
2011-02-28,SO44073,1,11044,351,3374.99,3374.99,1898.0944,1476.8956
2011-03-01,SO44134,1,13821,310,3578.27,3578.27,2171.2942,1406.9758
2011-03-01,SO44135,1,28156,310,3578.27,3578.27,2171.2942,1406.9758
2011-03-01,SO44136,1,22114,311,3578.27,3578.27,2171.2942,1406.9758
2011-03-01,SO44137,1,17328,314,3578.27,3578.27,2171.2942,1406.9758
2011-03-02,SO44138,1,13765,310,3578.27,3578.27,2171.2942,1406.9758
2011-03-02,SO44139,1,13792,311,3578.27,3578.27,2171.2942,1406.9758
2011-03-02,SO44140,1,12221,311,3578.27,3578.27,2171.2942,1406.9758
2011-03-02,SO44141,1,13572,313,3578.27,3578.27,2171.2942,1406.9758
2011-03-02,SO44142,1,22058,313,3578.27,3578.27,2171.2942,1406.9758
2011-03-02,SO44143,1,28145,313,3578.27,3578.27,2171.2942,1406.9758
2011-03-02,SO44144,1,17071,312,3578.27,3578.27,2171.2942,1406.9758
2011-03-02,SO44145,1,17309,310,3578.27,3578.27,2171.2942,1406.9758
2011-03-02,SO44146,1,17310,313,3578.27,3578.27,2171.2942,1406.9758
2011-03-02,SO44147,1,17320,310,3578.27,3578.27,2171.2942,1406.9758
2011-03-03,SO44148,1,28172,310,3578.27,3578.27,2171.2942,1406.9758
2011-03-03,SO44149,1,17242,312,3578.27,3578.27,2171.2942,1406.9758
2011-03-03,SO44150,1,17315,312,3578.27,3578.27,2171.2942,1406.9758
2011-03-03,SO44151,1,25558,328,699.0982,699.0982,413.1463,285.9519
2011-03-04,SO44152,1,11334,346,3399.99,3399.99,1912.1544,1487.8356
2011-03-04,SO44153,1,28168,312,3578.27,3578.27,2171.2942,1406.9758
2011-03-04,SO44154,1,28181,311,3578.27,3578.27,2171.2942,1406.9758
2011-03-04,SO44155,1,28131,313,3578.27,3578.27,2171.2942,1406.9758
2011-03-04,SO44156,1,25887,346,3399.99,3399.99,1912.1544,1487.8356
2011-03-04,SO44157,1,17055,314,3578.27,3578.27,2171.2942,1406.9758
2011-03-05,SO44158,1,13567,311,3578.27,3578.27,2171.2942,1406.9758
2011-03-05,SO44159,1,28182,311,3578.27,3578.27,2171.2942,1406.9758
2011-03-05,SO44160,1,28186,312,3578.27,3578.27,2171.2942,1406.9758
2011-03-06,SO44161,1,13772,314,3578.27,3578.27,2171.2942,1406.9758
2011-03-06,SO44162,1,28185,311,3578.27,3578.27,2171.2942,1406.9758
2011-03-06,SO44163,1,28193,314,3578.27,3578.27,2171.2942,1406.9758
2011-03-06,SO44164,1,28088,310,3578.27,3578.27,2171.2942,1406.9758
2011-03-06,SO44165,1,17065,313,3578.27,3578.27,2171.2942,1406.9758
2011-03-06,SO44166,1,14581,338,699.0982,699.0982,413.1463,285.9519
2011-03-06,SO44167,1,17308,314,3578.27,3578.27,2171.2942,1406.9758
2011-03-07,SO44168,1,12211,313,3578.27,3578.27,2171.2942,1406.9758
2011-03-07,SO44169,1,28179,311,3578.27,3578.27,2171.2942,1406.9758
2011-03-07,SO44170,1,28183,314,3578.27,3578.27,2171.2942,1406.9758
2011-03-07,SO44171,1,28112,313,3578.27,3578.27,2171.2942,1406.9758
2011-03-07,SO44172,1,14584,338,699.0982,699.0982,413.1463,285.9519
2011-03-08,SO44173,1,13784,312,3578.27,3578.27,2171.2942,1406.9758
2011-03-08,SO44174,1,17229,311,3578.27,3578.27,2171.2942,1406.9758
2011-03-08,SO44175,1,17246,313,3578.27,3578.27,2171.2942,1406.9758
2011-03-09,SO44176,1,12220,314,3578.27,3578.27,2171.2942,1406.9758
2011-03-09,SO44177,1,11337,350,3374.99,3374.99,1898.0944,1476.8956
2011-03-09,SO44178,1,28097,312,3578.27,3578.27,2171.2942,1406.9758
2011-03-09,SO44179,1,25888,350,3374.99,3374.99,1898.0944,1476.8956
2011-03-09,SO44180,1,11058,347,3399.99,3399.99,1912.1544,1487.8356
2011-03-09,SO44181,1,17294,312,3578.27,3578.27,2171.2942,1406.9758
2011-03-09,SO44182,1,17299,310,3578.27,3578.27,2171.2942,1406.9758
2011-03-10,SO44183,1,28158,310,3578.27,3578.27,2171.2942,1406.9758
2011-03-10,SO44184,1,17247,314,3578.27,3578.27,2171.2942,1406.9758
2011-03-10,SO44185,1,17280,310,3578.27,3578.27,2171.2942,1406.9758
